,Unnamed: 0,struct,comp,E_P0,V_P0,Vf_P0,B0,BP0,c1s,Ncontent,Hcontent
172,172,cf385,Lu8 H15 N2,-0.7994591481389943,10.696977209808306,-3.6903227901916944,85.39360287429746,4.213893646343432,-8.045673790102216,2.0,15.0
173,173,cf1313,Lu8 H16 N1,-0.7477802140841959,10.125422573648558,-3.935727426351442,93.76576245457392,3.989025769422489,-9.327796649341472,1.0,16.0
174,174,cf117,Lu8 N4 H6,-1.205435278220749,12.586747552271632,-5.729085781061702,124.44764295977772,6.418714634384752,-10.033119524426324,4.0,6.0
175,175,cf325,Lu8 H4 N1,-0.5601931471867899,18.264275026286303,-2.670244204482928,61.82445293251873,5.170427539317884,-3.4208058485907062,1.0,4.0
176,176,cf573,Lu8 N6 H8,-1.034277469376155,11.649527124524838,-5.280131966384255,65.84963780193993,4.535961095827401,-5.701885346108511,6.0,8.0
177,177,cf587,Lu8 H15 N5,-0.7865620972391169,10.244773617905016,-4.183396024952125,66.34232139562359,5.500282866861973,-6.550940781464355,5.0,15.0
178,178,cf914,Lu8 N4 H12,-0.8739794546321112,12.275465422510868,-3.1151595774891327,55.458636755174126,5.432559177611726,-4.569341166840415,4.0,12.0
179,179,cf128,Lu8 H10 N8,-0.7853766251724804,10.075363533222134,-5.894636466777867,74.81035038527592,7.382445616119408,-7.562222581796096,8.0,10.0
180,180,cf1378,Lu8 H12 N2,-0.7772094630609817,11.066996241022578,-4.380162849886512,74.97206708778768,14.072181148788472,-7.1543944374402,2.0,12.0
181,181,cf1172,Lu8 H16 N4,-0.6970073673785789,9.552586767507051,-4.5843775182072335,68.68205389700057,3.685900784387133,-7.236828196311328,4.0,16.0
182,182,cf580,Lu8 H8 N4,-0.9905673568580824,11.514765315296344,-5.6309846847036535,86.36643625935578,9.922098258162547,-7.727719679932229,4.0,8.0
183,183,cf746,Lu8 N4,-1.112734219768754,21.003901506728848,-3.1623484932711534,58.669191152734165,6.981392908008992,-2.840386568714104,4.0,0.0
184,184,cf1186,Lu8 H12 N4,-0.9977708825905816,10.025276446528672,-5.365348553471326,95.04869069800348,6.238212970933929,-9.614687114661248,4.0,12.0
185,185,cf322,Lu8 N5 H8,-0.9423873271977452,11.447952060508326,-5.584607463301196,56.58983344200684,14.945058605888471,-5.252498192394494,5.0,8.0
186,186,cf110,Lu8 H13 N5,-0.8989691918988962,11.177588329414862,-3.85159436289283,43.665373077437856,0.19518546612133,-3.910045363278911,5.0,13.0
187,187,cf784,Lu8 N8 H7,-1.012862065712081,11.63967949081635,-5.550537900487998,64.21579016556845,6.563917076332651,-5.60133204391261,8.0,7.0
188,188,cf1376,Lu8 H17 N3,-0.7205872104698626,9.141598964189708,-4.704159964381721,54.068809215813815,13.903996552061589,-6.239247977604957,3.0,17.0
189,189,cf314,Lu8 H3 N2,-0.7257711537632321,17.797119584923728,-3.764611184307042,64.48166024870959,6.897009802104024,-3.683107181545046,2.0,3.0
190,190,cf126,Lu8 H3,-0.2098772847768321,20.70485458416948,-2.0919635976486988,53.52046562095254,3.277497202814506,-2.599368069463616,0.0,3.0
191,191,cf589,Lu8 H9 N4,-1.054252454680474,11.293070813236554,-5.351214901049159,108.50400689374402,4.8857032086865,-9.701458939719048,4.0,9.0
192,192,cf777,Lu8 H12 N8,-0.7952209357135871,10.401650267535532,-4.90013544675018,52.309533677001625,3.273150520628369,-5.057018408860638,8.0,12.0
193,193,cf121,Lu8 H17 N1,-0.688543693592342,9.736334805152946,-4.038424810231669,76.44749292332561,4.573578584345967,-7.921113855380174,1.0,17.0
194,194,cf1385,Lu8 H6 N2,-0.7300340901756499,17.055009066659398,-1.7042096833406042,102.96120198199624,16.09688773663468,-6.469649420871874,2.0,6.0
195,195,cf313,Lu8 N4 H10,-0.9406731207689684,11.754672215461335,-4.433736875447755,77.66242566489575,5.812462929280213,-6.690457842742774,4.0,10.0
196,196,cf1188,Lu8 N4 H12,-0.9162332209216402,11.716262071355866,-3.674362928644134,80.99278948386656,3.080972813805019,-6.9485383595855055,4.0,12.0
197,197,cf748,Lu8 N8 H7,-1.09935616711395,11.586051735402952,-5.604165655901395,60.444093011112365,5.836695250974173,-5.283342243155053,8.0,7.0
198,198,cf900,Lu8 N8 H10,-0.8218351926166528,10.026677007669388,-5.943322992330613,114.2880754292092,6.92466104991914,-11.588235424472384,8.0,10.0
199,199,cf567,Lu8 H12 N4,-0.9455431578026036,10.202239231051704,-5.188385768948294,59.62345057634748,13.531469065866386,-6.149636620333495,4.0,12.0
200,200,cf755,Lu8 H7 N4,-1.0110313233009565,14.386195856608149,-3.313804143391849,103.00974739093122,14.988183111820476,-7.610657070085374,4.0,7.0
201,201,cf593,Lu8 H7 N6,-1.2148751162790827,10.552741736863016,-6.868091596470316,437.1985490496338,18.480725289020064,-45.2649071167511,6.0,7.0
202,202,cf1161,Lu8 H14 N4,-0.9082898673777192,10.883314512980013,-3.83226241009691,78.42994395381598,11.087587079137402,-7.471071726820802,4.0,14.0
203,203,cf1353,Lu8 H10 N4,-1.1357450417470485,10.279305345618797,-5.909103745290294,127.49558099437316,5.225060509324515,-12.53643880297942,4.0,10.0
204,204,cf309,Lu8 H11 N2,-0.7683422246738614,11.412670227289407,-4.4550678679486895,75.88957963754497,5.976021441510127,-6.737336353127047,2.0,11.0
205,205,cf594,Lu8 H7 N5,-1.0607597854839697,12.351580863328063,-5.201856636671934,94.25102681136168,5.921646690949289,-7.729959676868616,5.0,7.0
206,206,cf569,Lu8 H16,-0.666548630474305,10.42267459246292,-3.6089920742037456,90.88603678404908,3.807314605387759,-8.77952072659444,0.0,16.0
207,207,cf790,Lu8 N8 H8,-1.1197145059819984,11.8709473416848,-4.878635991648532,114.17226097158384,3.957602968950528,-9.686992576231145,8.0,8.0
208,208,cf1362,Lu8 N4 H9,-0.9588221785975508,11.8733725010291,-4.770913213256615,59.29822141377584,10.014330405968051,-5.14794197811233,4.0,9.0
209,209,cf1150,Lu8 N1 H9,-0.6502309998201478,13.6564271229371,-3.3004478770629,79.19265066977952,3.829010823275449,-5.838799652337398,1.0,9.0
210,210,cf1396,Lu8 N3 H8,-0.9010424828386596,12.030712494428515,-5.24014276872938,100.42382552674252,6.439001732890706,-8.47110013566522,3.0,8.0
211,211,cf300,Lu8 H11 N5,-1.0007643336733356,10.582336042007633,-5.148028541325701,69.66215215357194,6.697215622841085,-6.68680059161159,5.0,11.0
212,212,cf764,Lu8 N4 H3,-1.1032150432118215,15.016699587557987,-5.639300412442014,98.80388615680884,4.228730840230869,-6.631542198564811,4.0,3.0
213,213,cf936,Lu8 H10 N8,-0.8199390995449414,10.755185024439529,-5.214814975560472,109.93390671767064,4.732219745986503,-10.316337596999125,8.0,10.0
214,214,cf338,Lu8 H6 N8,-1.110170192454296,11.502934812835017,-6.167974278074073,81.93449787491488,1.42400460197378,-7.139033129378835,8.0,6.0
215,215,cf551,Lu8 H12 N2,-0.7771337418783911,11.291246371040147,-4.155912719868943,84.60457189384594,5.436799159348291,-7.578445107406406,2.0,12.0
216,216,cf763,Lu8 H8 N8,-0.8851165249282834,10.820087980374216,-5.929495352959118,70.10074734035562,6.602614510115307,-6.578755041308254,8.0,8.0
217,217,cf1391,Lu8 N4 H4,-1.0621814271180483,14.330341388528296,-5.448096111471703,95.09979280100244,7.707264567295673,-6.767767241812608,4.0,4.0
218,218,cf737,Lu8 N8 H12,-0.7018460975258287,9.884093782620216,-5.417691931665497,94.22916932001812,7.794576326472291,-9.72587152591096,8.0,12.0
219,219,cf505,Lu8 H13 N5,-0.8002315375465864,10.779906943545551,-4.249275748762139,86.25723778266678,5.744491736101689,-8.100998617764004,5.0,13.0
220,220,cf161,Lu8 N8 H12,-0.6672527828471045,10.08004828663362,-5.221737427652095,84.19484110823741,5.374446844854028,-8.446292477482412,8.0,12.0
221,221,cf195,Lu8 N3 H2,-0.925261771852652,16.36608987295035,-5.822852434741957,128.14817821290467,21.196498670689262,-8.76854494290416,3.0,2.0
222,222,cf962,Lu8 H16 N5,-0.698957869682184,9.724103094885328,-4.434646905114672,91.53725463814206,4.723541414087058,-9.500564307561136,5.0,16.0
223,223,cf1558,Lu8 H13 N3,-0.8897911476221149,11.26722705193464,-3.783658364732025,89.19762611138648,4.321585912612568,-7.98100649896853,3.0,13.0
224,224,cf398,Lu8 H7 N5,-1.1760012142643972,12.036627548550488,-5.516809951449512,111.85963853511646,4.420137510984738,-9.371405871909614,5.0,7.0
225,225,cf1560,Lu8 N4 H4,-1.11368862782183,13.983582577813417,-5.794854922186582,109.3083659484168,5.674238550271368,-7.912126825093168,4.0,4.0
226,226,cf192,Lu8 H6 N8,-1.0986326221265534,10.263548109293357,-7.407360981615733,286.93861987723767,16.54754846628212,-30.06507304270736,8.0,6.0
227,227,cf1336,Lu8 H11 N4,-0.99863860147003,10.277759472382773,-5.494414440660705,90.3190295655164,4.558592786051922,-8.865052528491212,4.0,11.0
228,228,cf166,Lu8 H4 N1,-0.5100732572631946,18.597078185881387,-2.337441044887844,53.6787850805162,4.680318575373794,-2.912768530528514,1.0,4.0
229,229,cf502,Lu8 H12 N6,-0.8529799162693402,10.10209560754681,-5.240692853991651,80.43899055768416,5.017020318307823,-8.043145455064735,6.0,12.0
230,230,cf730,Lu8 H6 N8,-1.0200446001459071,11.344716333857097,-6.326192757051993,88.69724253551593,8.883411827999057,-8.014609142110366,8.0,6.0
231,231,cf396,Lu8 H16 N4,-0.7296739121583025,9.722998392077807,-4.413965893636479,58.13616426027714,4.914068075603088,-6.037892528156695,4.0,16.0
232,232,cf1556,Lu8 H20 N1,-0.6878650569766439,8.917721189460368,-4.116373638125841,83.19842578861923,9.509166845381056,-9.592368558379608,1.0,20.0
233,233,cf534,Lu8 H14 N7,-0.6510123436350239,9.749359571858792,-4.971718014348104,56.95383121733328,6.591810602080059,-5.9317325138444215,7.0,14.0
234,234,cf706,Lu8 H10 N8,-0.8747030991110548,10.553478249826624,-5.416521750173377,105.291914255893,3.278915248473378,-10.03276956360694,8.0,10.0
235,235,cf362,Lu8 H11 N7,-0.8362973939326296,10.495526027389328,-5.160868203379905,84.74625790427025,5.527421378996346,-8.169005973103921,7.0,11.0
236,236,cf150,Lu8 H18 N4,-0.6279291062024034,9.3485106261968,-4.286989373803199,67.35692930912394,6.898291578640666,-7.324362450194253,4.0,18.0
237,237,cf1569,Lu8 H17 N3,-0.7505768973486349,10.03186143218201,-3.813897496389418,72.32794766673217,3.705884528942391,-7.25723655846321,3.0,17.0
238,238,cf157,Lu8 H5 N4,-1.049678101507358,13.063565507810347,-5.940552139248475,89.31433333289566,13.993215382002004,-7.216544541160477,4.0,5.0
239,239,cf365,Lu8 H5 N3,-0.993426855112375,14.077004990346111,-5.191823134653888,92.6240483322631,18.4495037271218,-7.186966905066037,3.0,5.0
240,240,cf701,Lu8 N4 H12,-0.9050628368228596,11.173007641745883,-4.217617358254117,112.07269019870776,3.825115860926338,-10.09953450502077,4.0,12.0
241,241,cf533,Lu8 N4 H4,-1.0528084793540984,14.18082798025273,-5.5976095197472695,81.38273279073948,14.651189806380565,-6.085245606359035,4.0,4.0
242,242,cf1551,Lu8 H12 N4,-0.9093016386790016,10.533264984085845,-4.8573600159141535,43.45302133374848,10.931464392193366,-4.273098622990065,4.0,12.0
243,243,cf391,Lu8 H7 N4,-0.9976409564053604,12.25293713302786,-5.4470628669721375,86.58456155129421,7.366115939252879,-7.196484957163416,4.0,7.0
244,244,cf1169,Lu8 H9 N4,-0.9779304233629124,11.54546578557906,-5.098819928706654,59.15621994802051,11.311095310190815,-5.318602245255142,4.0,9.0
245,245,cf339,Lu8 H12 N3,-0.8827619874975189,12.006204936803304,-3.411458106674954,74.85261169920396,5.195546958382574,-6.300934006550536,3.0,12.0
246,246,cf937,Lu8 N8,-1.24794765945353,15.067808856351132,-6.749066143648868,112.40893199548547,4.810222734068486,-7.531114989523018,8.0,0.0
247,247,cf762,Lu8 N4,-0.9186588874581504,21.85990664793809,-2.3063433520619108,84.55750967284021,3.928934339510747,-3.895709760870063,4.0,0.0
248,248,cf550,Lu8 H18 N2,-0.7552249490893571,9.397523389349644,-4.157030182078929,78.0757453989099,5.467345177071103,-8.403742824884201,2.0,18.0
249,249,cf134,Lu8 N5 H4,-1.180694516559015,14.142425608094104,-5.341324391905893,90.88751413899124,13.232663426776114,-6.749319133437446,5.0,4.0
250,250,cf908,Lu8 N4 H3,-1.0155662179536498,16.761790460937384,-3.894209539062619,67.41284187841009,6.104997114207326,-4.076681580359396,4.0,3.0
251,251,cf306,Lu8 N4 H17,-0.7047748348478966,9.64690375696058,-4.230682449935973,88.97623559053646,7.935951120152905,-9.415088251164246,4.0,17.0
252,252,cf568,Lu8 N6,-1.6648456480761524,15.34776597945128,-7.475984020548722,140.4107062228562,4.053809012483463,-9.216670999894394,6.0,0.0
253,253,cf930,Lu8 H3 N7,-1.0485306836433463,14.386605226762732,-5.288186439903935,69.98799824455283,2.742726950583724,-4.886549423941239,7.0,3.0
254,254,cf301,Lu8 N7 H6,-1.0950791769615276,10.904685179795488,-6.904421963061654,114.3490979623583,12.318871389206349,-10.949759291158522,7.0,6.0
255,255,cf133,Lu8 H6 N4,-0.9974396105875106,13.555819443421605,-4.760013889911729,55.80374096282408,15.911566272944608,-4.405398151893777,4.0,6.0
256,256,cf557,Lu8 H13 N5,-0.905991104315035,11.340725225329804,-3.688457466977888,83.969116704746,11.753347906416844,-7.705401012762351,5.0,13.0
257,257,cf308,Lu8 H5 N3,-0.9694084040975212,14.2784532762347,-4.990374848765299,99.14144372376644,5.153622853674959,-7.016532660663628,3.0,5.0
258,258,cf561,Lu8 N7 H5,-1.307405304515851,11.593251035570344,-6.775561464429655,126.83024555323468,5.000427971023075,-11.050121103706106,7.0,5.0
259,259,cf753,Lu8 H6 N8,-1.1728072974781918,13.130891815114929,-4.5400172757941615,60.707588792136825,0.780989635464861,-4.630049821711625,8.0,6.0
260,260,cf1193,Lu8 N4 H12,-0.8291116201374583,10.902830292199816,-4.487794707800184,70.64225926519786,9.192437974701123,-6.651559742794929,4.0,12.0
261,261,cf105,Lu8 H15 N3,-0.7623215938482855,10.174104526135508,-4.227866627710643,66.25437695198075,11.67406635190294,-6.7738197278014685,3.0,15.0
262,262,cf1167,Lu8 H9 N2,-0.8326803986649458,11.587770816543197,-5.2539397097725935,262.9331525664153,20.082145516973736,-25.145735897288763,2.0,9.0
263,263,cf595,Lu8 N2 H5,-0.752801553583898,15.328513460533324,-4.240319872800006,80.70878998588489,5.528302522938644,-5.3269044934517416,2.0,5.0
264,264,cf1503,Lu8 H8 N1,-0.6086544283008313,14.296391729276904,-3.26882885895839,69.92700127572868,4.161826287265609,-4.928988671371888,1.0,8.0
265,265,cf559,Lu8 H10 N3,-0.8954372384877864,11.486418571473902,-4.769593333288005,88.54198126068951,2.700122310542938,-7.74222040731698,3.0,10.0
266,266,cf1399,Lu8 H6 N2,-0.7882598601327118,14.416280487973342,-4.34293826202666,72.12537577342297,8.587667433718936,-5.121677975666716,2.0,6.0
267,267,cf901,Lu8 H13 N4,-0.8658089167217259,11.399230127984652,-3.640369872015347,77.16097662809224,3.849735178079922,-6.815849614582499,4.0,13.0
268,268,cf592,Lu8 N7 H4,-1.2429218246007192,12.390142198411452,-6.597292012114862,116.35772530487418,4.298353804759709,-9.467025952174362,7.0,4.0
269,269,cf1352,Lu8 H17,-0.6486823407287011,9.96837171604816,-3.76662828395184,92.4020048590062,3.894651824095405,-9.334756236143388,0.0,17.0
270,270,cf102,Lu8 H17 N6,-0.5732084446006469,9.175304775219546,-4.759775869941745,73.18703968111582,2.721461450983486,-8.011847255376992,6.0,17.0
271,271,cf1194,Lu8 H13 N3,-0.8972467803099183,10.33914022438226,-4.711745192284404,86.54751590774146,4.157428333900514,-8.435378882902702,3.0,13.0
272,272,cf330,Lu8 H13 N8,-0.7441959048777915,10.764097014918374,-4.238144364391969,72.65107095195648,4.743232076425091,-6.812237512756843,8.0,13.0
273,273,cf566,Lu8 H22 N2,-0.5768643480041646,8.342708123840152,-4.344401251159848,87.65835889806847,4.660984037817671,-10.60255854834324,2.0,22.0
274,274,cf390,Lu8 N8 H8,-1.0060385588537126,11.038290705016728,-5.711292628316606,100.6716679517615,3.65350751736903,-9.179056704276835,8.0,8.0
275,275,cf1306,Lu8 H13 N4,-0.8565208667569095,10.980654248407824,-4.058945751592176,86.84538207284811,3.688956249984805,-7.960633872741325,4.0,13.0
276,276,cf364,Lu8 H9 N8,-0.8957004904013592,10.668351755998334,-5.675848244001668,92.37086656186196,3.525676262518606,-8.711653876402464,8.0,9.0
277,277,cf532,Lu8 N7 H13,-0.6884176106738907,9.7859951113674,-5.224585245775456,73.9470303789211,13.217144241841371,-7.935088352655669,7.0,13.0
278,278,cf700,Lu8 N8 H7,-1.0437905020036218,11.149246797695664,-6.040970593608684,96.55399611399277,6.987668215194615,-8.806482391903351,8.0,7.0
279,279,cf1339,Lu8 H15 N4,-0.7521573277114874,9.839948739292907,-4.575606816262648,62.892635021663374,9.248378132821315,-6.563288273211448,4.0,15.0
280,280,cf169,Lu8 H11 N6,-0.8574499259970616,10.312509926389025,-5.379390073610975,80.0927456612416,10.829383184018392,-8.040279759010247,6.0,11.0
281,281,cf707,Lu8 N5 H10,-0.9880846092299022,10.656433008866106,-5.470251773742588,63.80280444703577,10.178579020718123,-6.176781685679138,5.0,10.0
282,282,cf535,Lu8 H9 N3,-0.902350575690798,11.404078116292649,-5.333984383707351,98.11267989331564,11.395676821381237,-8.934755060690378,3.0,9.0
283,283,cf151,Lu8 H7 N7,-1.0948848331265089,11.0825216262442,-6.21776246466489,94.12437079384956,7.668540094105094,-8.659970625127682,7.0,7.0
284,284,cf363,Lu8 N4 H7,-1.0029415194501206,12.124186645544988,-5.575813354455013,71.87456757101349,14.836078032474695,-6.294184666212858,4.0,7.0
285,285,cf1301,Lu8 H13 N2,-0.7389730247156442,11.446058857270623,-3.617093316642421,72.14155032745536,4.275191172567864,-6.353273280604316,2.0,13.0
286,286,cf167,Lu8 H16 N4,-0.7324586765098502,9.820529062651076,-4.316435223063209,92.30318004390192,3.758120049304674,-9.461998291725171,4.0,16.0
287,287,cf355,Lu8 H11 N4,-0.8260699587281914,10.896286712608028,-4.87588720043545,88.81642931943878,4.943597392272178,-8.231737921078473,4.0,11.0
288,288,cf731,Lu8 H12 N8,-0.7776712725338127,10.2228592756885,-5.078926438597214,78.31173648344152,9.599994968954372,-7.879772245267611,8.0,12.0
289,289,cf503,Lu8 N5 H9,-1.065127581107266,11.688476484216697,-4.870557606692395,82.76233114808406,5.308757463279731,-7.15862144322875,5.0,9.0
290,290,cf158,Lu8 H5 N4,-1.071575219185701,13.245323714059763,-5.75879393299906,112.27840176238948,3.514015015270923,-8.528740311406008,4.0,5.0
291,291,cf194,Lu8 H7 N4,-1.0674494349177142,12.334893312744033,-5.365106687255965,80.8914769573838,2.090166043618833,-6.579449406589109,4.0,7.0
292,292,cf1566,Lu8 H18 N4,-0.7006059221423736,8.899706506693322,-4.735793493306677,71.72114480956776,5.978995151315243,-8.165245596603068,4.0,18.0
293,293,cf504,Lu8 H13 N3,-0.871204178263118,9.76910202651136,-5.281783390155304,86.70808873334057,9.503199616139916,-9.12550437526706,3.0,13.0
294,294,cf736,Lu8 H12 N6,-0.8535371200201692,10.464602193375203,-4.878186268163257,98.31188202421669,8.833719390160141,-9.62828949886546,6.0,12.0
295,295,cf352,Lu8 H9 N4,-0.9880597946764846,11.837581814811958,-4.806703899473754,72.52303843773137,9.996291824397131,-6.3144993694957305,4.0,9.0
296,296,cf160,Lu8 N1 H6,-0.5971153312314225,15.143898417771425,-3.881351582228573,76.97515031144229,17.51085533259464,-5.508477271336524,1.0,6.0
297,297,cf963,Lu8 H9 N8,-1.0688317923533033,11.667953071873894,-4.6762469281261065,95.59365372504632,0.744466400415521,-8.204537967525095,8.0,9.0
298,298,cf709,Lu8 H8 N8,-1.1849053845119972,11.69210847141468,-5.057474861918654,98.55602969974456,8.922259272711262,-8.64240756512321,8.0,8.0
299,299,cf76,Lu8 H11 N4,-1.00034220911608,10.101761292579075,-5.670412620464402,104.43304429442183,5.825623134340036,-10.469241164813123,4.0,11.0
300,300,cf449,Lu8 N4 H11,-0.9911921783527562,9.518576502710726,-6.253597410332752,299.93752523581355,28.530743512410304,-38.2199020829247,4.0,11.0
301,301,cf1,Lu8,1.838446405599825e-05,28.894947960349565,0.0299479603495669,41.40780727110339,4.742233792911946,-1.4463867928320826,0.0,0.0
302,302,cf1084,Lu8 H18 N4,-0.7262237548818423,9.753410253792175,-3.882089746207824,87.04104616531731,6.87224830494233,-9.070992495529328,4.0,18.0
303,303,cf476,Lu8 H8 N3,-0.8884344437606878,11.66535642430469,-5.605498838853205,222.1061272295388,19.57338542403385,-21.00270554705938,3.0,8.0
304,304,cf49,Lu8 N4 H7,-1.0518024976688474,12.03860512258398,-5.66139487741602,101.44387755236627,7.24002433951638,-8.57734337704037,4.0,7.0
305,305,cf1414,Lu8 H9 N4,-1.123273703921032,9.861411248358817,-6.782874465926897,443.807218064429,20.409552475963167,-50.025055294030686,4.0,9.0
306,306,cf6,Lu8 N5 H7,-1.1106869071882102,12.120722514845813,-5.4327149851541865,83.71108363701101,12.082015588951103,-7.201406655193795,5.0,7.0
307,307,cf85,Lu8 H10 N4,-0.988081718098494,12.61761489413002,-3.5707941967790706,94.92701346146602,10.471414513204692,-7.773485744638469,4.0,10.0
308,308,cf816,Lu8 N4 H4,-1.0502575540003818,13.160918994624945,-6.617518505375054,151.33652210058693,27.0568712760843,-13.705104197705015,4.0,4.0
309,309,cf71,Lu8 N5 H8,-1.1244570286300066,10.837408429886988,-6.195151093922535,62.33589383574406,15.014824336735709,-6.114849952774038,5.0,8.0
310,310,cf1413,Lu8 H23,-0.5632210817909048,8.201682029898192,-4.155253453972775,40.2522503269378,15.69624828797028,-5.243628142117893,0.0,23.0
311,311,cf485,Lu8 N4 H6,-1.060377203802798,13.163285191703682,-5.152548141629652,97.16497278693704,4.682428394704351,-7.448966778527446,4.0,6.0
312,312,cf471,Lu8 N8 H13,-0.632733781084896,9.82329274272194,-5.178948636588406,74.00012786960605,16.08002957927501,-8.071952780181213,8.0,13.0
313,313,cf1083,Lu8 H8 N1,-0.5822666772052317,13.092301588235436,-4.472918999999856,69.8578577283398,17.798783543189163,-5.7962786603250125,1.0,8.0
314,314,cf478,Lu8 N7 H9,-1.0055032151473522,11.080969350818146,-5.328874399181854,72.35375184895987,8.65588427656225,-6.686440665918361,7.0,9.0
315,315,cf820,Lu8 H4 N8,-1.210466134667513,11.550722338336916,-7.225777661663082,106.11163277838716,11.127438878487656,-9.526048433640616,8.0,4.0
316,316,cf1273,Lu8 H8 N4,-0.9849838513830036,11.79272088509408,-5.353029114905917,90.03020453872048,6.498688513803526,-7.749290727214435,4.0,8.0
317,317,cf211,Lu8 H14 N1,-0.718044026833883,11.007449037295606,-3.70119226705222,87.74674625237449,3.94546407887394,-8.028694321206629,1.0,14.0
318,318,cf447,Lu8 N2 H7,-0.7290833208415493,14.083386911006302,-3.961466030170168,72.7938066920094,4.505584270390232,-5.213441060238394,2.0,7.0
319,319,cf40,Lu8 H10 N5,-0.995723148644016,10.38578043538774,-5.740904347220955,85.88204450522467,6.887230530991586,-8.405722098971156,5.0,10.0
320,320,cf440,Lu8 H8 N5,-1.1117034413916935,11.115280336943446,-5.917279186866076,59.73127731584593,17.097290023475534,-5.804213517656934,5.0,8.0
321,321,cf216,Lu8 H9 N4,-1.029111597002373,11.202056894320242,-5.442228819965472,103.68868769299232,4.544934294576872,-9.337222956454474,4.0,9.0
322,322,cf818,Lu8 N8 H2,-1.6233167529466703,12.033524803639986,-8.094252974137792,168.3701620288266,4.222235132013099,-14.101973484252175,8.0,2.0
323,323,cf8,Lu8 H3,-0.2544830999765757,22.43593949137424,-0.3608786904439424,50.44711786047262,3.374250884423272,-2.2615461039663094,0.0,3.0
324,324,cf414,Lu8 H8 N7,-0.954907065584532,11.038651300551448,-5.797055221187682,73.18931551247181,8.611745797885137,-6.788227284273956,7.0,8.0
325,325,cf1220,Lu8 H18 N2,-0.7551188771800038,9.406368088899487,-4.148185482529085,77.81306638221402,5.094868215078162,-8.35799627917227,2.0,18.0
326,326,cf619,Lu8 N8 H6,-1.0743696784418055,11.59091349955244,-6.079995591356649,78.91191516853003,1.42623934502629,-6.823505004066653,8.0,6.0
327,327,cf14,Lu8 H19,-0.6130172925493551,9.31248104942352,-3.8951115431690737,82.2380184216167,3.80290384347523,-8.89109804157812,0.0,19.0
328,328,cf289,Lu8 H2 N4,-1.1094993387274112,15.85681523353156,-5.80211333789701,107.51455784010852,3.949845594649422,-6.828992552322227,4.0,2.0
329,329,cf887,Lu8 H8 N8,-1.1281270343927947,11.22196038952365,-5.527622943809685,93.61069948155924,5.917779330107974,-8.450157393676205,8.0,8.0
330,330,cf1471,Lu8 H8,-0.4927613533336625,15.705610135359125,-2.0343898646408736,65.98084524670853,3.60609819790469,-4.227729688949969,0.0,8.0
331,331,cf245,Lu8 H13 N3,-0.8553568061524857,11.550353733410832,-3.5005316832558315,98.37364029148672,12.296936174481871,-8.892223749909633,3.0,13.0
332,332,cf413,Lu8 H10 N4,-1.0098915971056242,10.354215988157277,-5.834193102751812,90.39602966397428,8.677416567967676,-8.941006212217506,4.0,10.0
333,333,cf880,Lu8 N4 H4,-0.9870422675048758,16.707585293931935,-3.0708522060680643,79.963662096847,4.405254548534742,-4.826115363430494,4.0,4.0
334,334,cf889,Lu8 H7 N4,-0.9953666569827444,13.368486460980629,-4.331513539019369,68.46956067106603,1.188261470987747,-5.131697411279064,4.0,7.0
335,335,cf273,Lu8 H16,-0.7091435968444179,10.441337889657587,-3.5903287770090797,92.95903129847964,3.810942611621499,-8.963798688873158,0.0,16.0
336,336,cf1478,Lu8 H11 N1,-0.6215914653097571,11.92079097551546,-4.001896524484541,72.46723466218879,4.082371873630255,-6.124734200506266,1.0,11.0
337,337,cf842,Lu8 N5 H15,-0.8391930955518286,10.392406135356604,-4.03576350750054,63.28372079643537,5.185314343051505,-6.154122045487635,5.0,15.0
338,338,cf25,Lu8 H19 N1,-0.7133551642551278,9.12134301559838,-4.142005198687335,87.27283101306267,4.002668528793771,-9.63791558198314,1.0,19.0
339,339,cf274,Lu8 H12 N8,-0.7739210224883989,10.181349131296582,-5.1204365829891305,53.47731972486105,12.154154577278897,-5.479180092404207,8.0,12.0
340,340,cf610,Lu8 N8 H8,-0.8980245433079593,12.383900824185766,-4.365682509147568,55.2936524939088,26.280029684713444,-5.274226190069829,8.0,8.0
341,341,cf422,Lu8 H6 N7,-1.0846648522246618,11.774270775434855,-6.034836367422289,106.01098202928218,5.817937904063888,-9.117591528861263,7.0,6.0
342,342,cf1216,Lu8 H13 N4,-0.8650100842810935,10.246894962147564,-4.792705037852434,65.5539303998913,6.218734845718952,-6.487274183590447,4.0,13.0
343,343,cf22,Lu8 H4 N8,-1.3240620274475077,10.874015323977696,-7.902484676022302,487.6755593333567,25.28459413240769,-52.38828307514572,8.0,4.0
344,344,cf1229,Lu8 H6 N3,-0.9805786821354344,13.45611081084401,-5.0683744832736375,99.7727603224564,4.119750120536872,-7.471101757300397,3.0,6.0
345,345,cf228,Lu8 H17 N5,-0.6293936680473659,9.24766674178731,-4.659624924879356,78.94457719321512,5.333526167650402,-8.631336621980708,5.0,17.0
346,346,cf41,Lu8 H12 N3,-0.8420245130002276,9.905240945615892,-5.512422097862365,139.8936009955299,18.853170014621533,-15.480261933834344,3.0,12.0
347,347,cf1047,Lu8 H15 N3,-0.8570651249896261,9.762860777838345,-4.639110376007808,87.95218875362161,4.128854404695964,-9.07761887275551,3.0,15.0
