,0
316,-0.9849838513830036
317,-0.718044026833883
318,-0.7290833208415493
319,-0.995723148644016
320,-1.1117034413916935
321,-1.029111597002373
322,-1.6233167529466703
323,-0.2544830999765757
324,-0.954907065584532
325,-0.7551188771800038
326,-1.0743696784418055
327,-0.6130172925493551
328,-1.1094993387274112
329,-1.1281270343927947
330,-0.4927613533336625
331,-0.8553568061524857
332,-1.0098915971056242
333,-0.9870422675048758
334,-0.9953666569827444
335,-0.7091435968444179
336,-0.6215914653097571
337,-0.8391930955518286
338,-0.7133551642551278
339,-0.7739210224883989
340,-0.8980245433079593
341,-1.0846648522246618
342,-0.8650100842810935
343,-1.3240620274475077
344,-0.9805786821354344
345,-0.6293936680473659
346,-0.8420245130002276
347,-0.8570651249896261
348,-1.1619832939415409
349,-0.7650773675595701
350,-0.7719646603396136
351,-0.7827289067969944
352,-0.8074252338794758
353,-1.0472137416952385
354,-0.6820600121472722
355,-0.9433562440658884
356,-0.7531079636928074
357,-0.7832728096400388
358,-1.0330071517396608
359,-0.8782622239357972
360,-1.0077595215134352
361,-0.9346224249250856
362,-0.7700328235061735
363,-0.6975202067572225
364,-1.005443375450103
365,-0.713273939391911
366,-1.0172990659636223
367,-0.6542156724112416
368,-0.984973750533148
369,-0.5866136248514522
370,-0.8697953437833348
371,-0.1917352754622698
372,-0.8203689888972664
373,-0.8702149432045355
374,-0.6573296686993055
375,-0.6088436172974884
376,-0.9481739378934436
377,-1.046164786511716
378,-1.3611395575208007
379,-1.176923859994632
380,-0.597546616943715
381,-0.925977102095203
382,-0.9548390311603724
383,-0.2132262506268241
384,-1.0863607561297934
385,-0.9809171708541478
386,-0.988020334970497
387,-1.1585239764750614
388,-0.8671412023211719
389,-0.9555652845598768
390,-0.9528527984663884
391,-1.2934594306157363
392,-0.7867691117812333
393,-0.5915232414080228
394,-1.1465200004181084
395,-0.8401976073189872
396,-0.7803502123466127
397,-0.7710035840354976
398,-0.944155755434795
399,-0.9596416419725368
400,-0.79247446597375
401,-0.9633607811393448
402,-0.9168551303148929
403,-0.8303657257851488
404,-1.0186908957557
405,-0.7243377147108101
406,-0.9253840367503776
407,-1.0283637364735352
408,-1.992112494860521
409,-1.2835554367104325
410,-0.9200080091840764
411,-0.9388168225759728
412,-0.8879128983753617
413,-0.680376061055276
414,-0.8746932484355057
415,-0.9812871367283388
416,-1.0597160209106635
417,-0.7614721324692558
418,-1.1790278188491357
419,-0.8083100356721283
420,-1.1218093706353105
421,-1.033029227642449
422,-0.8400342870748136
423,-0.8132138725372248
424,-0.9948029572283544
425,-0.6300750230007468
426,-1.0810076677000986
427,-0.8994488386978285
428,-0.7478239829177726
429,-0.6492012607747617
430,-0.8783652077122084
431,-1.1979604404809328
432,-1.2585837305632597
433,-0.7661526864762173
434,-0.833740718641784
435,-1.013221608589943
436,-0.687543960067463
437,-0.860421276495496
438,-1.1792974716000673
439,-0.6662596988654903
440,-0.7740050229793789
441,-0.8564191947494132
442,-0.7326594900077907
443,-0.9910005479294342
444,-0.7626586376412122
445,-0.7487780910687434
446,-0.9947400719614788
447,-1.0431481948568642
448,-0.7194667441789503
449,-1.212132117593137
450,-0.4593372242631052
451,-1.0758107383308015
452,-0.7659834064652387
453,-1.038187123296666
454,-0.715060976468396
455,-0.8486152516821963
456,-1.2490950484097991
457,-1.0605268240049353
458,-0.9739616170230544
459,-0.6071552151411344
460,-0.8872780686589457
461,-1.5405479011160423
462,-1.2107051953159196
463,-0.2967535845606247
464,-0.874088643840738
465,-1.0169990853513202
466,-0.7745723303712482
467,-0.9781287580028422
468,-0.9192499359614096
469,-1.0448412906836892
470,-0.9369644931642446
471,-0.8940716312140199
472,-0.6276538323336354
473,-0.8522035638161469
474,-0.6049857557723044
475,-1.1206377314696223
476,-0.8385268851488945
477,-1.1038096230835297
478,-0.3620301614108029
479,-0.7659142460662614
480,-1.325088393929036
481,-1.0657625958513866
482,-1.099784864075927
483,-0.6737818240432936
484,-0.7599237478518626
485,-0.8144433851639405
486,-0.9469454530015357
487,-0.9362917061923024
488,-1.0214231957837578
489,-0.9237135162432728
490,-0.7529114894210319
491,-1.0474356422476518
492,-0.6871403389883673
493,-1.0001992680936382
494,-1.1323858458535352
495,-0.9699887643849556
496,-0.7510783729259856
497,-0.7544278602546346
498,-0.869060098737701
499,-0.7097717016864487
500,-1.0453522713671026
501,-1.0652735523789572
502,-0.9403734123755528
503,-1.1069586391129311
504,-0.8532449870897261
505,-0.9466549470125756
506,-0.8618378859537188
507,-1.0586601050423556
508,-0.7814211577316746
509,-0.861662263390913
510,-0.8118824764592487
511,-0.7552383321588942
512,-1.1062742525340157
513,-0.7216538163147874
514,-0.963440572084358
515,-0.6989062211990434
516,-0.73517047128327
517,-1.0109128068524158
518,-0.8578165818448178
519,-0.8417459305217982
520,-1.0251232016095553
521,-0.6890193209265514
522,-0.9616867145731314
523,-0.600660450416035
524,-0.7859978258836782
525,-0.4983959989320003
526,-0.9550951403137636
527,-0.5418447028149296
528,-0.8806175346423212
529,-0.7668601575101742
530,-1.107425170494852
531,-0.6192233768130845
532,-0.772428179287494
533,-0.9484500901459492
534,-0.6427670119617311
535,-0.6331897378314308
536,-0.9670631781310394
537,-0.6412996390538562
538,-0.8374790077699193
539,-0.7207536815773122
540,-0.7592713764170185
541,-0.7774770808145359
542,-0.9478439931420628
543,-1.1532119227256197
544,-1.1819517789408565
545,-0.988917465224222
546,-0.980192937257816
547,-0.7596614238055837
548,-0.9730466666937684
549,-0.6877648768907724
550,-0.7455525624051612
551,-0.9199741260654992
552,-0.5995936815243719
553,-0.9751548546310832
554,-0.8262931995093823
555,-0.9273607533813144
556,-0.5859563016924464
557,-1.1244747567041486
558,-0.8912912511621834
559,-0.8730645613284738
560,-0.999849427913432
561,-1.187539982473633
562,-0.7413818937476369
563,-0.6926297379119707
564,-1.183856848616415
565,-1.206181267979178
566,-1.3572545127877675
567,-1.063619908061044
568,-0.8748681834780762
569,-0.715219978352001
570,-0.7155691915237791
571,-0.6185283340450951
572,-0.7797279000766978
573,-0.8658027504698839
574,-0.7658728072621872
575,-0.8620870178565383
576,-0.7212129964415604
577,-1.108144299482774
578,-0.6114427531720139
579,-0.8917842988199222
580,-1.0234561173810537
581,-0.5966078204398703
582,-0.9543368620486165
583,-0.7548099871098256
584,-1.0655905643008217
585,-0.91987479484949
586,-0.7724126435439204
587,-0.9450258325266664
588,-0.8449857545935083
589,-0.8953071369969621
590,-1.0887521250877077
591,-0.9119556799232668
592,-1.0106333268935983
593,-0.9990414227674288
594,-1.0734833832539152
595,-0.7821181149176684
596,-1.1431408617751335
597,-0.9410021005029556
598,-0.9302979417173092
599,-1.3763968137096123
600,-0.335220066315378
601,-0.7938404881036453
602,-0.6799031530365404
603,-0.9486817614579196
604,-1.0554679957406026
605,-0.7651105485716835
606,-0.9083276977207788
607,-0.4566032183892706
608,-0.9241936070566924
609,-0.7278589127547873
610,-1.0431304819583602
611,-0.7693466918810207
612,-1.040754328996829
613,-1.1097840589952142
614,-1.0772513669608088
615,-0.7310796121263203
616,-0.7207582647651389
617,-1.0725294497571762
618,-1.3187730920374936
619,-0.9260798897739732
620,-1.0499302479349557
621,-0.885654418245203
622,-0.9738611449132198
623,-0.9453616411881977
624,-0.9046137342514704
625,-0.7831261641436463
626,-0.866420621268984
627,-1.5234331742283436
628,-0.8775532956955431
629,-1.106593742977566
630,-0.7390482875687303
631,-0.6857498361391663
632,-1.0440642587215592
633,-0.969384705702396
634,-0.9256848701461422
635,-0.8650175023436671
636,-0.869146629552623
637,-0.9912344109080468
638,-0.6108750682033133
639,-0.840617308081294
640,-0.6637598975970016
641,-0.597327421884529
642,-0.8354538539985057
643,-0.8976367791459013
644,-0.9888935735708356
645,-0.8478998383200776
646,-1.0459334920411825
647,-0.8125782817682753
648,-0.8985714699256278
649,-0.8314703176640452
650,-0.8787044735758432
651,-0.8528558664396163
652,-0.7360013245592459
653,-0.4429557872774441
654,-1.015290173525607
655,-1.2859687021631736
656,-0.6735018529407998
657,-0.805405625626143
658,-0.8800040893436831
659,-0.9755427392902722
660,-0.7470491075081028
661,-0.7994999550282955
662,-0.8341663552777251
663,-1.0190687843414707
664,-1.0555194722164742
665,-1.0102783763541083
666,-0.9567966836007342
667,-0.789982505558631
668,-1.0224426757131764
669,-0.9949511634837584
670,-1.0713296741159866
671,-0.3748228687450486
672,-0.6165618386251427
673,-1.3137613803090062
674,-1.3429331035003995
675,-0.6902576091752659
676,-0.5752000224713508
677,-1.1130319246894942
678,-0.6227017728178907
679,-1.1645934838873615
680,-0.7504935673805448
681,-0.6150523142221993
682,-0.997718233551258
683,-0.6915374079726462
684,-0.8888605674987452
685,-0.8611792804877041
686,-0.6970591338881954
687,-0.7645693036029115
688,-0.9793573297247348
689,-0.7393925286357573
690,-0.909795796027042
691,-1.0146058973516214
692,-0.6778244620333377
693,-0.8102915169454517
694,-0.7651366660910963
695,-0.6393661637233773
696,-0.7694554414949379
697,-1.0164794821896728
698,-0.7369811092374641
699,-1.514573774648145
700,-0.6208030509183623
701,-0.5991126048290332
702,-0.4539162726551611
703,-1.0543593496159618
704,-1.2918258048694042
705,-0.7634806305622288
706,-0.7647203978077691
707,-1.1896546356576054
708,-0.6277960279605597
709,-0.8140446330346296
710,-0.8243946409163002
711,-0.8567335751653636
712,-1.0522772117943864
713,-0.7079868280062718
714,-0.769422908907633
715,-0.9793435945110104
716,-0.8664813830881662
717,-0.915328534509778
718,-0.8601206929985589
719,-0.7008373400811772
720,-1.2983697925389464
721,-0.8972656677427343
722,-1.1315654949000982
723,-1.1048530422426253
724,-0.8381113881275977
725,-0.4965089135971539
726,-1.2126220260812262
727,-0.659287712496977
728,-0.5630694505034626
729,-0.9895088027149628
730,-1.0708264155546203
731,-0.9504240871636126
732,-0.9464576841469702
733,-1.0802077949060949
734,-1.091794957469877
735,-0.728429589429652
736,-0.8988549500687181
737,-0.9734247802877112
738,-0.8296698582146617
739,-0.9635125261384846
740,-0.8089635835622903
741,-0.587163546733791
742,-0.9902809056075056
743,-0.593317088472304
744,-0.9626649299565804
745,-0.6449943222058937
746,-1.0166691926507545
747,-0.8214412926218938
748,-0.3931909159105594
749,-0.9440308274301376
750,-0.8836824048170819
751,-0.6500376086845981
752,-0.9581490440315592
753,-0.6748267597386388
754,-0.8552482961525899
755,-0.8772779591622216
756,-0.7896519944512804
757,-1.06343618201754
758,-0.8575153021676949
759,-0.7744084324132507
760,-0.7477798025728488
761,-0.9304703306162264
762,-0.7938791124699771
763,-1.0032720992250168
764,-1.0002829938415136
765,-0.8426476986015377
766,-0.9079767228077716
767,-0.7069257527549305
768,-0.7390461457305355
769,-0.7759395012322593
770,-0.7897332843055699
771,-0.6454497596730236
772,-0.6995440067174579
773,-1.2659081920566295
774,-1.5112279631312049
775,-0.9174508173776608
776,-0.808941914953175
777,-1.1718127678293968
778,-0.666576382333733
779,-0.8915237096964848
780,-1.992113674325992
781,-0.8752200199557522
782,-0.8154922218442046
783,-1.1492150100794705
784,-0.8214561682967045
785,-1.0158125160397384
786,-0.8957356443039745
787,-0.7081992304456435
788,-0.8327820797009432
789,-0.8836633829847588
790,-0.990955368339928
791,-1.4865702253182462
792,-0.5806575857037387
793,-0.6964209559616089
794,-0.5923847766044976
795,-0.7463412650454715
796,-0.4751111090779886
797,-0.5923920802694435
798,-0.696478983504979
799,-0.680761006289126
800,-0.646815593203064
801,-1.3573030551388
802,-0.5923644502462897
803,-0.6807180001498916
804,-1.6667711083582617
805,-0.6467229260262684
806,-0.6158549833749021
807,-1.6811384318747773
808,-0.854675905509274
809,-1.6476816828996692
810,-0.6563272805174165
811,-1.057651438083017
812,-0.3243826399363267
813,-0.6650012048266944
814,-0.3243780778235911
815,-0.94695559394365
816,-1.3589049998416969
817,-0.3243764970999716
818,-0.6650010228583018
819,-1.0984208805831648
820,-1.027143460581451
821,-1.2477177575015554
822,-0.855653422747959
823,-0.6807349584884762
824,-0.5923629771059495
825,-1.6668137216611283
826,-0.6469871140259784
827,-0.7678884132388206
828,-0.6806896626742225
829,-0.6471040484757395
830,-1.4865339527241304
831,-0.6468401178310159
832,-0.6964106062187057
833,-0.6797465232613665
834,-0.5923509821950574
835,-1.486548610434511
836,-0.5923570924865392
837,-0.6964532728719254
838,-0.6589443191260216
839,-0.3243708181665473
840,-0.8455622375929254
841,-0.3243821741525607
842,-0.6589376872037643
843,-1.2492068884748733
844,-0.9439573991548968
845,-0.7483810764232268
846,-0.6761046847032048
847,-0.3243893105439686
848,-1.057648231251473
849,-0.6160173970229152
850,-1.681140885111485
851,-1.072446471289108
852,-0.633639837480067
853,-0.9694066920439416
854,-0.767583396918221
855,-0.7190839192185194
856,-0.639322079170857
857,-0.7765032294561164
858,-0.7745469830242655
859,-0.6336614095380355
860,-0.9491990179674096
861,-0.9361533789944422
862,-0.7397279838357159
863,-1.1042889440890575
864,-0.8358276929334701
865,-0.1917368793976493
866,-0.7127093959362052
867,-0.1917272915816283
868,-0.8548431867692181
869,-0.7690337414426419
870,-1.033804822040685
871,-0.7127076084162884
872,-0.5082058469515687
873,-0.906700445113529
874,-0.7989559173505628
875,-1.0337871244739385
876,-0.5132731045978289
877,-0.6785504016501364
878,-0.9985047880558836
879,-0.7639258250928833
880,-1.5005235539629211
881,-0.6336548539017842
882,-0.6425110283567587
883,-0.767159539441099
884,-0.6777974413666925
885,-1.0432332166555254
886,-0.6336534397414653
887,-0.7154115325947015
888,-0.8737145850083414
889,-1.0502734942680323
890,-0.4930327978654532
891,-0.7127047943761379
892,-0.9594022323984134
893,-0.1917349588300567
894,-1.36738976564773
895,-0.8331422200275344
896,-0.1917357604514108
897,-0.7239766591917335
898,-0.7127064296490668
899,-0.7417843683542742
900,-0.8085295054819047
901,-0.7663428003516553
902,-0.7091709316761504
903,-1.0285904454200745
904,-0.7473053742691668
905,-0.7832189249893418
906,-0.6335145010319442
907,-0.895967964659316
908,-0.7616196357303124
909,-0.7610834665585051
910,-0.8357057777918401
911,-0.6665277350330143
912,-0.7918804612626749
913,-0.8416742915682595
914,-1.0717130352216675
915,-1.0534722826332654
916,-1.0716674955001508
917,-0.8146554379761385
918,-1.052360103740284
919,-0.8182101227768206
920,-1.03159116345887
921,-0.7922528597937344
922,-0.8066956016157444
923,-0.7610872605702232
924,-0.7091730030448767
925,-0.7450638945180496
926,-0.7091571645117559
927,-0.8697004164387181
928,-0.7839688584834221
929,-0.6665389653456563
930,-0.7251724355406218
931,-0.998191847468964
932,-0.7714588906720954
933,-0.7359428617281891
934,-0.7922395745360215
935,-1.0317170952430388
936,-0.8256478873528457
937,-0.7632536629451872
938,-1.071785483898566
939,-0.7306779536167076
940,-1.0742481848192256
941,-0.7188755584684259
942,-0.981975919836259
943,-0.7192122774192414
944,-1.036071101907146
945,-1.1858559029715252
946,-0.7051519789238228
947,-0.9188962275329686
948,-1.0559844828336888
949,-1.1683121597849426
950,-0.9627471665022312
951,-0.8185417132608563
952,-0.7171656375108536
953,-0.940680436752397
954,-0.7019030410124287
955,-1.0267210657541
956,-0.6704230778136662
957,-0.942627590112655
958,-0.5210972926757272
959,-0.5239808726077576
960,-0.405616556091575
961,-0.913868353007274
962,-1.0229691821097566
963,-0.7479452651998144
964,-0.4364278755102922
965,-0.7530382659305663
966,-0.7616884631301218
967,-0.4056007434431064
968,-1.0009435659281736
969,-0.7223166556768774
970,-0.8304180915104856
971,-0.7116594763419926
972,-0.9285098631383638
973,-0.7382422530849908
974,-1.0252592234650768
975,-0.7099839768478498
976,-1.0348178370055394
977,-1.1400183970942055
978,-0.7153904607465458
979,-1.0276881092373515
980,-0.8025683947450791
981,-0.405616400755077
982,-1.0094576879253674
983,-0.4364305089028286
984,-0.4055882794616212
985,-0.5125423765251375
986,-0.96184009887232
987,-0.9179023898553472
988,-0.5311899084966475
989,-0.9953217124169564
990,-0.6566708053646835
991,-1.104169700525485
992,-0.6078660967038807
993,-0.6157681225540728
994,-1.072800131796352
995,-1.0116823304309106
996,-0.3243795923141685
997,-0.658952504853501
998,-0.862280240391036
999,-0.324381296930369
1000,-0.5848638952293186
1001,-1.375353033870245
1002,-0.6327908161314554
1003,-0.6723219301023234
1004,-0.5923528209488722
1005,-0.6787570362660821
1006,-0.5631177199866215
1007,-0.6639440710350755
1008,-0.5923688960586636
1009,-0.7539388332383665
1010,-0.680755654396937
1011,-1.6668128962701303
1012,-0.6470534242471331
1013,-0.6327943264805072
1014,-0.6807318251146801
1015,-0.6793544967210133
1016,-0.6467192705633351
1017,-1.445742994081229
1018,-0.3243928573586648
1019,-1.3667511929605909
1020,-0.8247589085726109
1021,-0.6157810099334711
1022,-0.3243849340457624
1023,-1.332164903797901
1024,-0.6069842855731622
1025,-1.3667543344450277
1026,-0.9862392610509862
1027,-0.6589448533764384
1028,-1.1224738923161308
1029,-0.6639446396184212
1030,-0.6723183368773719
1031,-0.4750940802041441
1032,-1.3572813119162674
1033,-0.6807315592954043
1034,-1.486579981394243
1035,-0.5613975212043443
1036,-0.4750994021480437
1037,-0.580670021478727
1038,-0.5923603611081489
1039,-0.6965149615934934
1040,-0.7611957111194815
1041,-0.5923619858799308
1042,-0.6723126846051085
1043,-0.1917268383142072
1044,-1.2459266976293293
1045,-0.682914736691843
1046,-0.8808881455876801
1047,-0.784623973472723
1048,-0.1917254939631675
1049,-0.8376890388009577
1050,-0.6785791233570004
1051,-0.4930399180702807
1052,-0.1917353379962151
1053,-0.8730013505634046
1054,-1.093386274600198
1055,-0.6425178662097356
1056,-0.7819887613995189
1057,-0.7527703429846042
1058,-1.5455463644266274
1059,-0.6425226755189735
1060,-0.7440757074373323
1061,-0.7818069004642894
1062,-0.9653535553582266
1063,-1.532482268194144
1064,-0.9908256853944438
1065,-1.1700631090658136
1066,-0.8666557727752101
1067,-0.5132649646466234
1068,-0.6785465551210412
1069,-1.0501963173699456
1070,-0.1917328739000368
1071,-0.7203919297438309
1072,-0.9191358023991388
1073,-0.1917270999809261
1074,-0.692486567015294
1075,-0.7528576709558062
1076,-0.1917342540327808
1077,-0.847821563843284
1078,-1.5460591259843568
1079,-1.5323663286890223
1080,-0.9646767957747217
1081,-0.6425116977079597
1082,-1.5577787101656213
1083,-0.7773272440110583
1084,-0.7365982296273614
1085,-0.6425158534595019
1086,-0.729103517306612
1087,-0.7868887352763393
1088,-1.0717708590382244
1089,-0.7272994991445947
1090,-0.7508754621285334
1091,-1.01487396824632
1092,-1.0351707137824633
1093,-0.7831595837863764
1094,-1.151224946538908
1095,-1.027870447724733
1096,-0.7561939649854644
1097,-0.8915159554193711
1098,-0.7925293719195502
1099,-0.993770544842846
1100,-1.015036530698732
1101,-0.7417939424158249
1102,-0.7091662735492719
1103,-0.7417886326459536
1104,-1.1096965342148906
1105,-1.0236710929084438
1106,-1.067821168628143
1107,-0.7203792513519147
1108,-1.0717115995175843
1109,-0.8193366202872961
1110,-0.7091663993208689
1111,-0.7417837686610126
1112,-0.7584420480202728
1113,-0.9136718485163632
1114,-0.7689817211391831
1115,-0.7417918557106792
1116,-0.7091530091723447
1117,-0.8748876497333445
1118,-0.7836425390778459
1119,-0.729477774798094
1120,-0.5114851494597841
1121,-0.9253171040915428
1122,-0.7993404403358
1123,-0.8908990377870699
1124,-0.5735729609465731
1125,-0.7430383447179338
1126,-0.8294854158525898
1127,-0.755034093062568
1128,-1.0194693807636874
1129,-0.4353492500709502
1130,-0.8207970761082833
1131,-0.4353789487088631
1132,-0.8514878766994419
1133,-0.7514137491775078
1134,-1.029593765880337
1135,-1.023254638863
1136,-0.7178261718301135
1137,-0.9950590579115668
1138,-1.1423159634578042
1139,-0.7781039852252434
1140,-1.0585029698843509
1141,-0.7978327945238561
1142,-0.9914665869590762
1143,-0.9503428012024718
1144,-0.9866298730024332
1145,-0.6802386833533092
1146,-0.7423015569576819
1147,-0.829486328503602
1148,-0.4353705967524937
1149,-0.9667608649754889
1150,-1.0727221834882088
1151,-0.8200327075644357
1152,-0.4353550742494657
1153,-0.5604163715235901
1154,-0.7022101611277322
1155,-0.9252862250056448
1156,-0.7829453711766594
1157,-0.7101558338290488
1158,-0.9860978597007488
1159,-1.078247365823534
1160,-0.7939820899009646
1161,-0.8658251996621402
1162,-1.019788573441878
1163,-1.1124076568614163
1164,-1.0404826533973393
1165,-1.0089821426469523
1166,-0.7057995595480732
1167,-0.9873819281594478
